放心	1
合适	1
专业	1
次品	-1
龟速	-1
不耐用	-1
敏感	1
蛮好	1
不够清晰	-1
温和	1
滑	1
吵	-1
偏差	-1
配不上	-1
可以	1
受不了	-1
很喜欢	1
正好	1
下滑	-1
假	-1
生气	-1
谨慎购买	-1
小心谨慎	1
不是坑人	1
太坑	-1
无吸力	-1
不正规	-1
粗糙	-1
强	1
不硬	1
物有所值	1
很难理解	-1
不是满意	-1
麻烦	-1
很松	-1
变型	-1
不同意	0
对得起	1
偏慢	-1
较好	1
没有干扰	1
有噪音	-1
杠杠的	1
热情	1
太高	-1
不人性化	-1
无力吐槽	-1
痒	-1
好痒	-1
有点痛	-1
骗人	-1
可恨	-1
埋怨	-1
不实用	-1
真低	-1
高	1
大	-1
有杂音	-1
无发票	-1
有划痕	-1
有无水渍	-1
不贵	1
精致	1
没优惠	-1
相信	1
坑爹	-1
恼火	-1
差远了	-1
打不开	-1
难闻	-1
牢固	1
精细	1
不可多得	1
无问题	1
不咋滴	-1
干	-1
起痘	-1
迅速	1
不能接受	-1
不光滑	-1
方便好用	1
不负责	-1
ok	1
如实	1
碎	-1
太硬	-1
大失所望	-1
辛苦	1
极差	-1
没有	-1
精美	1
醉了	-1
破损	-1
实用	1
清晰	1
耐看	1
支持	1
旧	-1
很棒	1
不给力	-1
简洁	1
方便	1
极品	1
单一	-1
不计步	-1
包邮	1
挺快	1
很卡	-1
任性	-1
明目张胆	-1
没有一般	0
差不多	0
较快	1
有点坑	-1
完好	1
不像正品	-1
响	-1
有问题	-1
不要失望	1
安全	1
流畅	1
不好评	-1
名不虚传	1
不正	-1
很难恭维	-1
有缝隙	-1
不干净	-1
不要买	-1
费钱	-1
三无	-1
谨慎	0
乱	-1
好笑	-1
不是	-1
上当	-1
磨损	-1
痕迹	-1
一拖再拖	-1
漏水	-1
不够丰富	-1
好糙	-1
真厚	-1
小了点	-1
不严	-1
不值得	-1
厚实	1
有裂缝	-1
不抗用	-1
没	-1
好吃	1
香	1
方便快捷	1
不靠谱	-1
低	-1
可耻	-1
干净	1
超赞	1
烫	-1
不卡顿	1
闹心	-1
有点贵	-1
二手货	-1
明显	0
不理想	-1
开不了机	-1
好小	-1
脱落	-1
不清晰	-1
太多	-1
很糟	-1
不怎么方便	-1
懒得换	-1
没看不到	1
可惜	-1
遗憾	-1
负责任	1
不尽人意	-1
可爱	1
拖拉	-1
很少	-1
顺手	1
不是高级	-1
不是太大	1
找不到	-1
不暖和	-1
不是通用	-1
不平衡	-1
平衡	1
不是正版	-1
有点小	-1
行	1
真贵	-1
值得信任	1
刚好	1
有点卡	-1
费劲	-1
很强	1
cheap	1
反感	-1
经济实惠	1
美观大方	1
粘粘的	-1
稍大	-1
没什么用	-1
强劲	1
开不了	-1
拆过	-1
窝火	-1
稳定	1
杠杠滴	1
货不对版	-1
超慢	-1
不是很喜欢	-1
很贵	-1
蛮破	-1
不地道	-1
不想多说	-1
随意	1
较差	-1
讲究	1
物超所值	1
打不通	-1
五星	1
头晕	-1
没送到	-1
时好时坏	-1
不如旧	1
偏高	-1
普通	0
更好	1
好点	1
不咋的	-1
费	-1
狗屁	-1
新鲜	1
美观	1
没好	-1
很痛	-1
不是好用	-1
简洁大方	1
认真	1
有点差	-1
不低	1
兴奋	1
真快	1
软软的	-1
可怕	-1
时响时轻	-1
不均匀	-1
马马虎虎	0
不容易	1
不是欺骗	1
很小	1
不烂	1
很硬	-1
太假	-1
不算太好	-1
没智能	-1
掉价	-1
差太远	-1
偏白	-1
不算清楚	-1
非正品	-1
推脱	-1
迟钝	-1
不适用	-1
信赖	1
不好看	-1
没有匹配	-1
蛮准	1
好烦	-1
亏了	-1
很旧	-1
真次	-1
齐全	1
周到	1
大气	1
上档次	1
经典	1
硬	-1
恶劣	-1
乱七八糟	-1
无效	-1
脏	-1
拖延	-1
易缠绕	-1
尖锐	1
要命	-1
有点烂	-1
蛮快	1
失败	-1
不舒服	-1
很静	1
有味道	-1
不是方便	-1
有点烦	-1
气人	-1
不全新	-1
亏大	-1
不适合	-1
不匹配	-1
很响	-1
脆	1
量少	-1
裂	-1
可气	-1
挺高	1
精品	1
好慢	-1
一塌糊涂	-1
无言以对	-1
安静	1
很薄	-1
超大	1
不是很大	-1
不管用	-1
易碎	-1
毛糙	-1
较重	-1
看不到	-1
有效果	1
将就	-1
挺重	0
不能快速	-1
好闻	1
异味	-1
虚高	-1
松动	-1
发痒	-1
太薄	-1
不好装	-1
不结实	-1
不高兴	-1
重	-1
鲁莽	-1
过激	-1
更美好	1
够用	1
较轻	-1
轻松	1
到位	1
二手	-1
好难闻	-1
好失望	-1
太油	-1
不积极	-1
差强人意	-1
很大气	1
划痕	-1
费电	-1
不算高清	-1
便宜没好货	-1
不够	-1
太卡	-1
不智能	-1
小	0
不灵	-1
不符合	-1
不好戴	-1
火辣辣	-1
掉漆	-1
损伤	-1
费水	-1
很厚	1
真烦人	-1
不稳定	-1
不好喷	-1
优惠	1
太轻	-1
有力	1
很轻	1
抱怨	-1
小气	-1
太轻薄	-1
不大	-1
适合	1
不白	-1
抹不开	-1
怪怪的	-1
不带	-1
费时费力	-1
气死人	-1
太暗	-1
无	-1
拙劣	-1
不会	-1
准确	1
自然	1
有点慢	-1
渗水	-1
轻	-1
不准	-1
比较润	1
有异味	-1
一直用	1
不一样	-1
开心	1
有耐心	1
使用方便	1
短	1
疑惑	-1
OK	1
很油	-1
不紧	-1
没搭理	-1
好的	1
细	-1
香气扑鼻	0
劣质	-1
不静音	-1
服了	-1
塞	-1
不合格	-1
小巧方便	1
有点硬	-1
容易	-1
烫的要命	-1
及时	1
没这么红	0
没想象中好	-1
不耐摔	-1
轻便	1
完美	1
不美观	-1
中评	0
扯皮	-1
不兼容	-1
死机	-1
裂开	-1
没有强大	-1
蠢	-1
辣鸡	-1
刺耳	-1
磨痕	-1
贵重	1
旧的	-1
没有保障	-1
虚假	-1
不要太坑	-1
多	-1
没反应	-1
没舒服	-1
很准时	1
很香	1
一流	1
毫无信用	-1
脱	-1
故障	-1
太重	-1
不明显	-1
没有幸运	1
发霉	-1
缺乏	-1
太香	-1
没香	-1
太差劲	-1
不碎	-1
好多	-1
难过	-1
好香	1
不够暖	-1
不暖	-1
滞留	-1
没的说	1
太好	1
错误	-1
丢失	-1
没啥用	-1
烂掉	-1
天真	1
没效果	-1
不合	-1
失误	-1
鸡肋	-1
不划算	-1
骗子	-1
没发全	-1
真品	1
不新	-1
滑牙	-1
没准	-1
差一点	-1
烫伤	-1
挺坑	-1
没简陋	1
不好使	-1
不快	-1
有质感	1
凹陷	-1
不理不睬	-1
较贵	-1
强硬	-1
接触不良	-1
脱胶	-1
拉风	1
刮花	-1
断	-1
怪味	-1
很准	1
尚可	1
好脏	-1
推诿	-1
有点问题	-1
漏气	-1
没法用	-1
刺鼻	-1
辣	-1
服帖	1
茂盛	-1
不全	-1
不齐全	-1
不好退	-1
没碍眼	1
搽痕	-1
没问题	1
满足感	1
不回	-1
不够用	-1
不如	-1
跟不上	-1
水印	-1
垮台	-1
不实在	-1
解决不了	-1
一肚子火	-1
尴尬	-1
没好用	-1
生锈	-1
人性化	1
超爽	1
抗用	1
漏光	-1
瑕疵	-1
不成功	-1
无法显示	-1
振动不停	-1
不通电	-1
不尽如人意	-1
匪夷所思	-1
袖珍	1
耗内存	-1
不妙	-1
能用	0
厚	0
高清	1
断电	-1
无噪音	-1
没有快	-1
没信号	-1
刮痕	-1
关闭不了	-1
操作不上	-1
有	1
不固定	-1
没有凸出	-1
受骗	-1
不好按	-1
问题	-1
凹凸不平	-1
令人失望	-1
不合理	-1
不配	-1
不保温	-1
太大声	-1
凉快	1
不热	-1
值得拥有	1
还不错	1
没有用	-1
困难	-1
血亏	-1
丰富	1
轻松自如	1
不稳	-1
不可信	-1
不到位	-1
较小	-1
耐用	1
不好闻	-1
不严实	-1
耗时	-1
耗电	-1
耗水	-1
不推荐	-1
凉	0
美白	1
不及时更新	-1
崩溃	-1
简洁大气	1
失灵	-1
不人性	-1
坏的	-1
过小	-1
干涩	-1
够长	1
不是太精细	-1
亏	-1
不恭维	-1
不踏实	-1
很赞	1
不是太灵活	1
一致	1
久	1
刺激	1
难打通	-1
残次	-1
良心	1
离谱	-1
不保湿	-1
纠结	-1
高兴	1
突出	-1
没得说	-1
挺赞	1
无法正常	-1
积极	1
紧	-1
真差	-1
听不清	-1
不适应	-1
难受	-1
没有很好	-1
全面	1
欲哭无泪	-1
不适	-1
好东西	1
不会差	1
最好	1
享受	1
价廉	1
美味	1
很久	-1
满足	1
无法满足	-1
过高	-1
图省事	0
不行了	-1
损坏	-1
浪费时间	-1
符合	0
轻轻的	1
太长	-1
勉强	-1
油腻	-1
搞笑	-1
不及时	-1
怀疑	-1
全程无忧	1
强大	1
不是黑屏	1
白屏	-1
别扭	-1
不享受	-1
高效	1
很好喝	1
没有大容量	-1
小巧精致	1
凹痕	-1
担心	-1
坏掉	-1
详细	1
灵敏	1
不灵敏	-1
严实	1
没感觉	-1
没有太大	1
太厚	-1
插不紧	-1
烧不热	-1
焦味	-1
有色差	-1
不自然	-1
抠门	-1
没法解决	-1
黑心	-1
超高	0
很牛	1
不够稳定	-1
能接受	1
无话可说	-1
店大欺生	-1
便宜货	-1
裂开了	-1
牛	-1
不厚道	-1
说得过去	0
合理	1
不过敏	1
烂货	-1
不会太坑	1
闪退	-1
不诚信	-1
免费	1
有意思	-1
延迟	-1
不流畅	-1
不加热	-1
没用	-1
有用	1
不敢相信	-1
落差大	0
愤怒	-1
缺口	-1
不完整	-1
时尚	1
蓝屏	-1
极薄	-1
好差	-1
不高	0
干燥	-1
没有发错货	1
发错货	-1
薄	0
好少	-1
破洞了	-1
快速	1
非超清	-1
很重	-1
起泡	-1
沉	-1
酸痛	-1
头痛	-1
不存电	-1
有待改进	-1
兴高采烈	1
累	-1
涩	-1
点赞	1
坏了	-1
很脏	-1
略小	-1
不过关	-1
不好吃	-1
心疼	-1
臭	-1
辣眼睛	-1
较响	-1
难吃	-1
有待加强	-1
不精准	-1
不诚恳	-1
减少	-1
谨慎推荐	0
开过	-1
太浓	-1
发黄	-1
不是新鲜	-1
不脆	-1
不正常	-1
不强	-1
不标准	0
不是很香	-1
狡辩抵赖	-1
加价	-1
饱满	1
不蓬松	0
狗屎	-1
大了点	-1
被骗	-1
卡不住	-1
脏兮兮	-1
松	-1
老顾客	1
没有好吃	-1
太肥	-1
不是正宗	-1
偏小	-1
差点	-1
太烂	1
偏色	-1
少了	-1
滞销款	-1
盗版	-1
旧款	-1
容易掉	-1
暖	1
靠谱	1
起陀	-1
起毛	-1
好喝	1
不赖	1
没快	-1
不持久	-1
散落	-1
店大欺客	-1
清香	1
细腻	1
不保暖	-1
柔软	1
单薄	-1
霸王条款	-1
涩感	-1
不好喝	-1
漏了	-1
闷闷	-1
废品	-1
不是一般的慢	-1
不二选择	1
太细	-1
搜不到	-1
仔细	1
地摊货	-1
不聚光	-1
清亮	-1
充不进	-1
掉线	-1
太松	-1
有点多	-1
不费	-1
不漏气	1
弄碎	-1
稍强	1
不是喜欢	-1
挺多	1
滑稽	-1
噱头	-1
不成型	1
太软	-1
讨厌	-1
小贵	-1
推搪	-1
粘牙	-1
磨坏	-1
欺诈	-1
压坏	-1
不足	-1
瘪	-1
喷锅	-1
不少	-1
好淡	-1
够快	1
值钱	1
不解决	-1
不处理	-1
不够精细	-1
不是高清	-1
卡死	-1
便宜实惠	1
有点少	-1
伪劣	-1
不是很好吃	-1
厚重	1
不包邮	-1
较轻薄	0
奇差无比	-1
浪费	-1
有差异	-1
很多	-1
磨手	-1
投诉	-1
不是通透	-1
折腾	-1
变大	-1
堵塞	-1
宜人	1
持久	1
容易断	-1
弱	-1
很淡	-1
没大	-1
用不上	-1
管用	1
松垮	-1
不理踩	-1
不咋样	-1
美中不足	0
心凉	-1
准时	1
超好	1
过期	-1
够大	1
被用过	-1
不是全新	-1
粘毛	-1
不怎样	-1
不太粘	1
紧绷	-1
很暖	1
量小	-1
频繁	-1
难得	0
坏果	-1
太难	-1
有点假	-1
较薄	-1
少	-1
频繁死机	-1
没清晰	-1
磨叽	-1
烦死	-1
没质感	-1
喜欢吃	1
不太好用	-1
不道德	-1
太次	-1
晕	-1
没碎	1
优惠合理	1
过重	-1
心烦	-1
缺陷	1
就是这样	0
裂纹	-1
很爽	1
不能粘稠	1
不重	0
太甜了	-1
没有泄露	1
good	1
胡来	-1
超棒	1
注册不了	-1
透明	1
喜欢喝	1
没有完成	-1
异常	-1
错	-1
很烦	-1
没说清楚	-1
钝	-1
不实惠	-1
浅	-1
折	-1
压损	-1
不合口味	1
神速	1
多快好省	1
稀	-1
吸不住	-1
粘不住	-1
影响	-1
不后悔	1
没差	1
掉	-1
神奇	1
改善	-1
不建议	-1
清爽	1
好辣	-1
磕坏	-1
有点漏	-1
垃圾	-1
好闻些	1
严重上当	-1
自认倒霉	-1
掉了	-1
吝啬	-1
太短	-1
渣	-1
撕掉	-1
掉毛	-1
好旧	-1
便宜无好货	-1
很细	1
出乎意料	0
不能	-1
没人搭理	-1
一样	1
较慢	-1
丑	-1
容易变形	-1
没看到	-1
没回复	-1
粘不牢	-1
断断续续	-1
彻底无语	-1
没保障	-1
充不进去	-1
不详细	-1
受到打击	-1
相差甚远	-1
中等	0
稳当	1
不爱吃	-1
浓	-1
不经用	-1
不是很响	1
没看出来	-1
有点长	-1
不隐私	-1
难拧	-1
好后悔	-1
挺美	1
不好说	0
打错	-1
没做	-1
不专业	-1
有点快	-1
不是特别大	0
省心	1
相符	1
没什么味	-1
不转动	-1
没办法处理	-1
有阴影	-1
被吓到	-1
没骗人	1
爱答不理	-1
不辣	0
不注意	-1
不算数	-1
好贵	-1
不好开	-1
有股味	-1
自费寄回	-1
轻飘飘	-1
丢人	-1
不够劲	-1
没毛病	1
没规则	-1
不齐不圆	0
没封	-1
必备	1
拧不紧	-1
客户时间	-1
好极了	1
不回复	-1
比较多	0
难插	-1
气晕	-1
假皮	-1
中看不中用	-1
漫长	-1
不太清楚	-1
好薄	-1
没用的	-1
挺直	1
偏硬	-1
不舒適	-1
湿了	-1
断裂	-1
可以信赖	1
次	-1
啥玩意	-1
报废	-1
不端正	-1
挺暖	1
挺热	1
方便实惠	1
纯正	1
新颖	1
立不起来	-1
过了	-1
积压	-1
窄	-1
粘底	-1
沙哑低音	-1
优越	1
快捷	1
心累	-1
没正	-1
有限	-1
合身	1
有点窄	-1
不完美	-1
真货	1
棒极	1
节省	1
吓人	-1
干爽	1
挺薄	1
挺好吃	1
有点重	-1
疼痛	-1
慎买	-1
不畅	-1
特快	1
慢慢的	-1
有点短	-1
挺软	1
超烂	-1
棒棒的	1
没有那么亮	-1
浪费钱	-1
不假货	1
太难闻	-1
不是太好	-1
太赞	1
好硬	-1
真棒	1
咸	-1
融化	-1
水很深	-1
用不到	-1
挺补水	1
冒牌	-1
不规范	-1
无德	-1
倒不干净	-1
不烫	1
不多	-1
没有不好	1
有保证	1
发红	-1
超小包	-1
呛人	-1
多余	-1
清楚	1
适应	0
轻快	1
没劲	-1
偏薄	-1
有备无患	0
可以接受	1
很炫酷	1
发热严重	-1
不闻不问	-1
标准	0
黑屏严重	-1
过硬	1
不远	-1
没区别	-1
油油的	-1
固定不住	-1
漏液	-1
伤不起	-1
很痒	-1
摇晃	-1
难看	-1
有点轻	-1
好用就行	1
容易撕破	-1
被迫	-1
平	1
不齐	-1
不小	-1
漏气严重	-1
不滋润	-1
好坑	-1
反人类	-1
粘锅	-1
不让领	-1
熟练	1
优秀	1
不是很贵	1
上当了	-1
上松	-1
较浅	-1
撕不好	-1
没有抱怨	1
歪的	-1
大一点	-1
破玩意	-1
足	1
太宽	-1
碎了	-1
平整	0
不防水	-1
容易坏	-1
优美	1
一分钱一分货	-1
败家	-1
团结	1
富强	1
拉肚子	-1
奇葩	-1
差差	-1
不是一般的快	1
有待提高	-1
掉渣	-1
很假	-1
挺香	1
特别大	-1
省事	1
不是干净	-1
没有喜欢	-1
什么玩意	-1
较少	-1
有点效果	1
白菜价	1
帅	1
没足	-1
套路	-1
昧心	-1
刚刚好	1
没有好用	-1
好好	1
不如好	-1
没有效果	-1
保湿	1
刺痛	-1
不要坏	1
一份价钱一分货	-1
认可	1
不如好使	-1
较痒	-1
真心小	-1
无误	1
高低差	-1
不能按时	-1
有点淡	-1
偏短	-1
变黄	-1
廉价	1
惊艳	1
不差	1
起毛球	-1
假冒伪劣	-1
有点高	-1
轻巧	1
很渣	-1
不准确	-1
完整	1
疙瘩	-1
太平	-1
醉醉的	-1
超级大	-1
糊臭味	-1
没漏液	1
粗制滥造	-1
后悔莫及	-1
没人接	-1
偏低	-1
作死	-1
稀巴烂	-1
划伤	-1
好吵	-1
靠不住	-1
闪屏	1
不摇头	-1
摇摇欲坠	-1
漏发	-1
污点	-1
不真	-1
缺德	-1
点小问题	-1
不讲信用	-1
水水的	-1
没有不适	1
保障	1
不会太好	-1
闪亮	1
被拆过	-1
扁了	-1
歪了	-1
值得点赞	1
太水了	-1
稍差	-1
差差差	-1
刮擦	-1
信得过	1
简易	1
剧烈	-1
不紧实	-1
有点浅	-1
未按时	-1
猛	1
价廉物美	1
没人管	-1
较强	1
均匀	1
略大	-1
废	-1
没意思	-1
心急	-1
溢出	-1
不满	-1
卡机	-1
不怎么稳定	-1
有点厚	-1
不薄	0
教训	-1
连接不上	-1
太一般	-1
骗	-1
酸臭味	-1
牛逼	1
损失	-1
无人问津	-1
惊喜	1
不规则	-1
大不如前	-1
没塑封	-1
裂缝	-1
不理会	-1
干扰	-1
不赖用	-1
充不上	-1
小巧实用	1
不如好用	-1
骗了	-1
太黑	-1
没信誉度	-1
不舒适	-1
足够	1
送货上门	1
不是太强	1
好清洗	1
安心	1
很烂	-1
太深	-1
还算可以	1
不全屏	-1
充不了	-1
不管	-1
真实	1
不会花哨	1
破裂	-1
不清爽	-1
没有流畅	-1
疼痛感	-1
不是便宜	-1
懊恼	-1
真	1
不自动调节	-1
不佳	-1
有灰尘	-1
美	1
压扁	-1
悲哀	-1
及格	1
不平	-1
散架	-1
惊人	1
不诚心	-1
不想过多	-1
好气	-1
鲜美	1
不是很准	-1
无味	-1
不能行	-1
口实不一	-1
一分价钱一分货	0
信任	1
有错	-1
堪忧	-1
不以为然	-1
诱人	1
不发热	-1
黑了	-1
烫坏	-1
没负责	-1
超级慢	-1
弯的	-1
很抖	-1
不开	-1
没干净	-1
糟	-1
不失望	1
细小	1
没安全感	-1
联系不上	-1
明显大	-1
没良心	-1
快捷方便	1
不算很好	-1
强很多	1
很足	1
夸张	-1
没好评	-1
不送货上门	-1
费心	-1
拒绝	-1
没受损	1
美的一塌糊涂	1
太爽	1
最爱	1
深	-1
糊	-1
高仿	-1
散乱	-1
难用	-1
变小	-1
很低	-1
好假	-1
遗漏	-1
一模一样	0
不整齐	-1
有点小贵	-1
凉凉的	1
不重视	-1
充不满	-1
倒霉	-1
满分	1
不现实	-1
难	-1
亲切	1
不是清楚	-1
焦掉	-1
未熟透	-1
缓慢	-1
鬼东西	-1
滑滑的	1
很脆	1
不咋好	-1
不实诚	-1
热	-1
没正规	-1
不理不采	-1
推迟	-1
沙哑	-1
不是平整	-1
假冒	-1
太浅	-1
高一些	-1
不好连	-1
入坑	-1
吐血	-1
不能值得信赖	-1
不上档次	-1
没有足够	-1
不幸	-1
粗暴	-1
普普通通	0
其乐融融	1
孬	-1
不顺	-1
提高	-1
扰人	-1
太低	-1
无德无良	-1
蛮不讲理	-1
流氓嘴脸	-1
不合用	-1
很烫	-1
火大	-1
更烂	-1
不通用	-1
炸	-1
挺硬	1
简单易用	1
新机	1
破的	-1
别忽悠	1
破音	-1
发错	-1
断掉	-1
不是假货	1
可怜	-1
脑残	-1
摔了	-1
磕破	-1
不够凉	-1
易烂	-1
细致	1
陈旧	-1
高端	1
不热乎	-1
有点松	-1
言而无信	-1
规范	1
大气美观	1
画质感人	-1
不灵活	-1
不理人	-1
看不清	-1
点不开	-1
不友善	-1
够劲	1
四角爆裂	-1
很搭	1
没有虚假	1
好累	-1
太热	-1
充不进电	-1
不理会人	-1
扯淡	-1
难拆	-1
经久耐用	1
用心	1
卖力	1
正合适	1
值	1
不敢用	-1
开裂	-1
气死了	-1
不友好	-1
友善	1
怪	-1
看不清楚	-1
没按时	-1
看不见	-1
没有礼貌	-1
好赞	1
不算满意	-1
顺利	1
五星好评	1
破了	-1
货不对板	-1
有味	-1
顺畅	1
不粘	-1
花了	-1
鄙视	-1
没有太多	1
假的	-1
不怎么清晰	-1
有弹性	1
漏电	-1
没坏	1
不会过敏	1
耿直	1
难扣	-1
错了	-1
结实	1
无力	-1
不要缺斤少两	1
套路挺高	-1
水也挺深	-1
失望透顶	-1
不是严密	-1
充不上电	-1
不看不见	1
破烂不堪	-1
良心价	1
闪烁	-1
没话说	1
挺卡	-1
暴力	-1
有点气味	-1
不怎地	-1
较淡	-1
冷漠	-1
大方	1
废物	-1
用的很快	-1
费时费心	-1
独特	1
没送货上门	-1
捉摸不透	0
差错	-1
超清	1
价优物美	1
容易碎	-1
有点粗	-1
破坏	-1
没有想象中的好	-1
提升	1
乱发货	-1
不能设置	-1
正宗	1
热心	1
不顺手	-1
受够了	-1
重影	-1
不会好评	-1
好卡	-1
粘稠	-1
不制冷	-1
不细	-1
不可靠	-1
变化太大	-1
敷衍	-1
不负责安装	-1
大小不一	-1
差太多	-1
烦人	-1
较吵	-1
不是实用	-1
没有太多惊喜	1
有差别	-1
砸招牌	-1
狡辩	-1
不吻合	-1
有点痒	-1
卡住	-1
中断	-1
亮	1
繁杂	-1
不厚实	-1
不很好	-1
不要受骗	1
理智	1
误导	-1
掉色	-1
忽大忽小	-1
没有好看	-1
不浪费	1
太难用	-1
吸不动	-1
歪	-1
敷衍了事	-1
不细腻	-1
躁	-1
斑纹	-1
擦不掉	-1
十足	1
不安全	-1
真小	-1
好丑	-1
有点油	-1
中规中矩	0
效果	-1
对不起	-1
心明眼亮	1
盗用	-1
全新	1
糊涂	-1
黑店	-1
拉低	-1
诈骗	-1
经济实用	1
软磨硬泡	-1
白买	-1
黏稠	-1
眩晕	-1
缺	-1
差多了	-1
积极配合	1
漏油	-1
适合用	1
接受不了	-1
履盖不了	-1
有间隙	-1
不怎么行	-1
容易卡	-1
互推	-1
大意	-1
低廉	1
良好	1
太干	-1
皱皱的	-1
吐槽	-1
不大好用	-1
重要	1
比不上	-1
不更新	-1
不能分区	-1
耽误	-1
清脆	1
晃	-1
较干	-1
真坑	-1
拉不动	-1
不能信	-1
缺少	-1
过保质期	-1
消失	-1
读不出	-1
有效	1
气死	-1
僵硬	-1
不能识别	-1
不痛快	-1
不支持	-1
可笑	-1
不搭理	-1
没作用	-1
糙	-1
心碎	-1
碰不得	-1
无反应	-1
奇怪	-1
没有成功	-1
瘦	0
不算高	-1
吃力	-1
不是太干	1
搜索不到	-1
过关	1
有响声	-1
难以理解	-1
不能换	-1
不新鲜	-1
不怎么喜欢	-1
痛心	-1
不能保持	-1
野蛮	-1
天壤之别	-1
咄咄逼人	-1
没想象中的好	-1
尽责	1
不怎么好用	-1
易懂	1
有点疼	-1
不仔细	-1
挺轻	1
玩不了	-1
慎重考虑	-1
不良	-1
随意调试	1
棒棒	1
不去油	-1
理直气壮	1
糟心	-1
推卸	-1
不给	-1
耐脏	1
划不动	-1
将就着用	0
畅销	1
利索	1
头疼	-1
连不上	-1
很浅	-1
不防晒	-1
狭小	-1
不大好	-1
不紧绷	1
实在	1
节能省电	1
没便宜	-1
贴脸	1
润肤	1
不是清晰	-1
缩减	-1
拖延时间	-1
不见	-1
难听	-1
旧旧的	-1
相差太远	-1
心寒	-1
零分	-1
不怎么舒服	-1
霸道	-1
扁	-1
发烧	-1
退货	-1
没有损坏	1
很弱	-1
太牛	0
不要脸	-1
不是高	-1
低端	-1
不是很值	-1
差异大	-1
没充电快	-1
很难看	-1
得劲	1
值得入手	1
硬邦邦	-1
好快	1
太淡	-1
蛮小	-1
不敢说	-1
有点旧	-1
慢死	-1
不转	-1
真诚	1
晦气	-1
不是真的	-1
好黑	-1
太紧	-1
不是很快	-1
暗影	-1
真好	1
当头一棒	-1
红肿	-1
不顺畅	-1
不用说	1
霸气	1
不保值	-1
塞心	-1
不是很满意	-1
扎心	-1
容易破	-1
不真诚	-1
不清	-1
不理睬	-1
迷你	1
经济	1
不算太难闻	0
差到极致	-1
有点烫	-1
不很理想	-1
粘糊糊	-1
爱理不理	-1
不厚	-1
太黏手	-1
不是很好闻	-1
没有清晰	-1
好麻烦	-1
不好拧	-1
飞快	1
难洗掉	-1
不守诚信	-1
混乱	-1
没有用处	-1
好难	-1
弄错	-1
很强大	1
遭透	-1
老	-1
爆屏	-1
怠慢	-1
错发	-1
糟糕透顶	-1
破东西	-1
不怎么滴	-1
差一些	-1
没给	-1
有问额	-1
值得肯定	1
没包装	-1
